
/bin/ar:     file format elf64-x86-64


Disassembly of section .init:

0000000000002000 <.init>:
    2000:	f3 0f 1e fa          	endbr64 
    9a03:	0f 8e 69 01 00 00    	jle    9b72 <bfd_seek@plt+0x6f42>
    9a09:	48 89 c2             	mov    %rax,%rdx
    9a0c:	48 8d 44 24 50       	lea    0x50(%rsp),%rax
    9a11:	48 89 fd             	mov    %rdi,%rbp
    9a14:	49 89 f4             	mov    %rsi,%r12
    9a17:	c7 44 24 40 d0 07 00 	movl   $0x7d0,0x40(%rsp)
    9a1e:	00 
    9a1f:	41 bf 01 00 00 00    	mov    $0x1,%r15d
    9a25:	c7 44 24 0c 00 00 00 	movl   $0x0,0xc(%rsp)
    9a2c:	00 
    9a2d:	48 89 44 24 10       	mov    %rax,0x10(%rsp)
    9a32:	e9 14 01 00 00       	jmpq   9b4b <bfd_seek@plt+0x6f1b>
    9a37:	66 0f 1f 84 00 00 00 	nopw   0x0(%rax,%rax,1)
    9a3e:	00 00 
    9a40:	83 6c 24 40 01       	subl   $0x1,0x40(%rsp)
    9a45:	0f 84 ef 02 00 00    	je     9d3a <bfd_seek@plt+0x710a>
    9a4b:	4c 8d 70 01          	lea    0x1(%rax),%r14
    9a4f:	48 8b 54 24 10       	mov    0x10(%rsp),%rdx
    9a54:	bf 01 00 00 00       	mov    $0x1,%edi
    9a59:	4c 89 f6             	mov    %r14,%rsi
    9a5c:	e8 9f 8f ff ff       	callq  2a00 <__xstat@plt>
    9a61:	85 c0                	test   %eax,%eax
    9a63:	0f 88 fa 00 00 00    	js     9b63 <bfd_seek@plt+0x6f33>
    9a69:	8b 44 24 68          	mov    0x68(%rsp),%eax
    9a6d:	25 00 f0 00 00       	and    $0xf000,%eax
    9a72:	3d 00 40 00 00       	cmp    $0x4000,%eax
    9a77:	0f 84 e7 02 00 00    	je     9d64 <bfd_seek@plt+0x7134>
    9a7d:	4c 89 f7             	mov    %r14,%rdi
    9a80:	48 8d 35 3d 27 00 00 	lea    0x273d(%rip),%rsi        # c1c4 <bfd_seek@plt+0x9594>
    9a87:	e8 a4 90 ff ff       	callq  2b30 <fopen@plt>
    9a8c:	49 89 c6             	mov    %rax,%r14
    9a8f:	48 85 c0             	test   %rax,%rax
    9a92:	0f 84 cb 00 00 00    	je     9b63 <bfd_seek@plt+0x6f33>
    9a98:	31 f6                	xor    %esi,%esi
    9a9a:	ba 02 00 00 00       	mov    $0x2,%edx
    9a9f:	48 89 c7             	mov    %rax,%rdi
    9aa2:	e8 c9 8f ff ff       	callq  2a70 <fseek@plt>
    9aa7:	83 f8 ff             	cmp    $0xffffffff,%eax
    9aaa:	0f 84 80 00 00 00    	je     9b30 <bfd_seek@plt+0x6f00>
    9ab0:	4c 89 f7             	mov    %r14,%rdi
    9ab3:	e8 c8 8e ff ff       	callq  2980 <ftell@plt>
    9ab8:	48 83 f8 ff          	cmp    $0xffffffffffffffff,%rax
    9abc:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
    9ac1:	74 6d                	je     9b30 <bfd_seek@plt+0x6f00>
    9ac3:	31 d2                	xor    %edx,%edx
    9ac5:	31 f6                	xor    %esi,%esi
    9ac7:	4c 89 f7             	mov    %r14,%rdi
    9aca:	e8 a1 8f ff ff       	callq  2a70 <fseek@plt>
    9acf:	83 f8 ff             	cmp    $0xffffffff,%eax
    9ad2:	74 5c                	je     9b30 <bfd_seek@plt+0x6f00>
    9ad4:	4c 8b 54 24 18       	mov    0x18(%rsp),%r10
    9ad9:	49 8d 7a 01          	lea    0x1(%r10),%rdi
    9add:	4c 89 54 24 20       	mov    %r10,0x20(%rsp)
    9ae2:	e8 b9 8d ff ff       	callq  28a0 <xmalloc@plt>
    9ae7:	4c 8b 54 24 20       	mov    0x20(%rsp),%r10
    9aec:	4c 89 f1             	mov    %r14,%rcx
    9aef:	be 01 00 00 00       	mov    $0x1,%esi
    9af4:	48 89 c7             	mov    %rax,%rdi
    9af7:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
    9afc:	4c 89 d2             	mov    %r10,%rdx
    9aff:	e8 3c 8c ff ff       	callq  2740 <fread@plt>
    9b04:	4c 8b 54 24 20       	mov    0x20(%rsp),%r10
    9b09:	48 89 c2             	mov    %rax,%rdx
    9b0c:	49 39 c2             	cmp    %rax,%r10
    9b0f:	0f 84 8b 00 00 00    	je     9ba0 <bfd_seek@plt+0x6f70>
    9b15:	4c 89 f7             	mov    %r14,%rdi
    9b18:	48 89 44 24 20       	mov    %rax,0x20(%rsp)
    9b1d:	e8 de 8b ff ff       	callq  2700 <ferror@plt>
    9b22:	48 8b 54 24 20       	mov    0x20(%rsp),%rdx
    9b27:	85 c0                	test   %eax,%eax
    9b29:	74 75                	je     9ba0 <bfd_seek@plt+0x6f70>
    9b2b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    9b30:	4c 89 f7             	mov    %r14,%rdi
    9b33:	e8 68 8c ff ff       	callq  27a0 <fclose@plt>
    9b38:	44 89 7c 24 0c       	mov    %r15d,0xc(%rsp)
    9b3d:	41 83 c7 01          	add    $0x1,%r15d
    9b41:	44 39 7d 00          	cmp    %r15d,0x0(%rbp)
    9b45:	7e 2b                	jle    9b72 <bfd_seek@plt+0x6f42>
    9b47:	49 8b 14 24          	mov    (%r12),%rdx
    9b4b:	49 63 df             	movslq %r15d,%rbx
    9b4e:	48 8b 04 da          	mov    (%rdx,%rbx,8),%rax
    9b52:	4c 8d 2c dd 00 00 00 	lea    0x0(,%rbx,8),%r13
    9b59:	00 
    9b5a:	80 38 40             	cmpb   $0x40,(%rax)
    9b5d:	0f 84 dd fe ff ff    	je     9a40 <bfd_seek@plt+0x6e10>
    9b63:	44 89 7c 24 0c       	mov    %r15d,0xc(%rsp)
    9b68:	41 83 c7 01          	add    $0x1,%r15d
    9b6c:	44 39 7d 00          	cmp    %r15d,0x0(%rbp)
    9b70:	7f d5                	jg     9b47 <bfd_seek@plt+0x6f17>
    9b72:	48 8b 84 24 e8 00 00 	mov    0xe8(%rsp),%rax
    9b79:	00 
    9b7a:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
    9b81:	00 00 
    9b83:	0f 85 eb 01 00 00    	jne    9d74 <bfd_seek@plt+0x7144>
    9b89:	48 81 c4 f8 00 00 00 	add    $0xf8,%rsp
    9b90:	5b                   	pop    %rbx
    9b91:	5d                   	pop    %rbp
    9b92:	41 5c                	pop    %r12
    9b94:	41 5d                	pop    %r13
    9b96:	41 5e                	pop    %r14
    9b98:	41 5f                	pop    %r15
    9b9a:	c3                   	retq   
    9b9b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    9ba0:	48 8b 44 24 18       	mov    0x18(%rsp),%rax
    9ba5:	c6 04 10 00          	movb   $0x0,(%rax,%rdx,1)
    9ba9:	0f b6 00             	movzbl (%rax),%eax
    9bac:	84 c0                	test   %al,%al
    9bae:	0f 84 2c 01 00 00    	je     9ce0 <bfd_seek@plt+0x70b0>
    9bb4:	48 8b 54 24 18       	mov    0x18(%rsp),%rdx
    9bb9:	48 8b 0d 08 74 00 00 	mov    0x7408(%rip),%rcx        # 10fc8 <bfd_seek@plt+0xe398>
    9bc0:	eb 16                	jmp    9bd8 <bfd_seek@plt+0x6fa8>
    9bc2:	66 0f 1f 44 00 00    	nopw   0x0(%rax,%rax,1)
    9bc8:	0f b6 42 01          	movzbl 0x1(%rdx),%eax
    9bcc:	48 83 c2 01          	add    $0x1,%rdx
    9bd0:	84 c0                	test   %al,%al
    9bd2:	0f 84 08 01 00 00    	je     9ce0 <bfd_seek@plt+0x70b0>
    9bd8:	f6 04 41 40          	testb  $0x40,(%rcx,%rax,2)
    9bdc:	75 ea                	jne    9bc8 <bfd_seek@plt+0x6f98>
    9bde:	48 8b 7c 24 18       	mov    0x18(%rsp),%rdi
    9be3:	e8 58 fa ff ff       	callq  9640 <bfd_seek@plt+0x6a10>
    9be8:	49 8b 14 24          	mov    (%r12),%rdx
    9bec:	48 8b 08             	mov    (%rax),%rcx
    9bef:	49 89 c2             	mov    %rax,%r10
    9bf2:	48 3b 54 24 48       	cmp    0x48(%rsp),%rdx
    9bf7:	0f 84 7c 01 00 00    	je     9d79 <bfd_seek@plt+0x7149>
    9bfd:	48 85 c9             	test   %rcx,%rcx
    9c00:	0f 84 23 01 00 00    	je     9d29 <bfd_seek@plt+0x70f9>
    9c06:	31 c0                	xor    %eax,%eax
    9c08:	0f 1f 84 00 00 00 00 	nopl   0x0(%rax,%rax,1)
    9c0f:	00 
    9c10:	48 83 c0 01          	add    $0x1,%rax
    9c14:	49 83 3c c2 00       	cmpq   $0x0,(%r10,%rax,8)
    9c19:	4c 8d 1c c5 00 00 00 	lea    0x0(,%rax,8),%r11
    9c20:	00 
    9c21:	75 ed                	jne    9c10 <bfd_seek@plt+0x6fe0>
    9c23:	48 8d 3c 03          	lea    (%rbx,%rax,1),%rdi
    9c27:	89 c1                	mov    %eax,%ecx
    9c29:	48 8d 34 fd 00 00 00 	lea    0x0(,%rdi,8),%rsi
    9c30:	00 
    9c31:	48 89 74 24 20       	mov    %rsi,0x20(%rsp)
    9c36:	48 8b 3c da          	mov    (%rdx,%rbx,8),%rdi
    9c3a:	89 4c 24 44          	mov    %ecx,0x44(%rsp)
    9c3e:	4c 89 54 24 30       	mov    %r10,0x30(%rsp)
    9c43:	4c 89 5c 24 28       	mov    %r11,0x28(%rsp)
    9c48:	48 89 44 24 38       	mov    %rax,0x38(%rsp)
    9c4d:	e8 1e 8a ff ff       	callq  2670 <free@plt>
    9c52:	48 63 55 00          	movslq 0x0(%rbp),%rdx
    9c56:	48 8b 44 24 38       	mov    0x38(%rsp),%rax
    9c5b:	49 8b 3c 24          	mov    (%r12),%rdi
    9c5f:	48 8d 74 10 01       	lea    0x1(%rax,%rdx,1),%rsi
    9c64:	48 c1 e6 03          	shl    $0x3,%rsi
    9c68:	e8 b3 8b ff ff       	callq  2820 <xrealloc@plt>
    9c6d:	8b 55 00             	mov    0x0(%rbp),%edx
    9c70:	48 8b 7c 24 20       	mov    0x20(%rsp),%rdi
    9c75:	49 89 04 24          	mov    %rax,(%r12)
    9c79:	4a 8d 74 28 08       	lea    0x8(%rax,%r13,1),%rsi
    9c7e:	44 29 fa             	sub    %r15d,%edx
    9c81:	48 01 c7             	add    %rax,%rdi
    9c84:	48 63 d2             	movslq %edx,%rdx
    9c87:	48 c1 e2 03          	shl    $0x3,%rdx
    9c8b:	e8 70 8e ff ff       	callq  2b00 <memmove@plt>
    9c90:	4c 8b 5c 24 28       	mov    0x28(%rsp),%r11
    9c95:	4c 8b 54 24 30       	mov    0x30(%rsp),%r10
    9c9a:	49 8b 3c 24          	mov    (%r12),%rdi
    9c9e:	4c 89 d6             	mov    %r10,%rsi
    9ca1:	4c 89 da             	mov    %r11,%rdx
    9ca4:	4c 89 54 24 20       	mov    %r10,0x20(%rsp)
    9ca9:	4c 01 ef             	add    %r13,%rdi
    9cac:	e8 0f 8d ff ff       	callq  29c0 <memcpy@plt>
    9cb1:	8b 45 00             	mov    0x0(%rbp),%eax
    9cb4:	8b 4c 24 44          	mov    0x44(%rsp),%ecx
    9cb8:	4c 8b 54 24 20       	mov    0x20(%rsp),%r10
    9cbd:	8d 44 01 ff          	lea    -0x1(%rcx,%rax,1),%eax
    9cc1:	89 45 00             	mov    %eax,0x0(%rbp)
    9cc4:	4c 89 d7             	mov    %r10,%rdi
    9cc7:	e8 a4 89 ff ff       	callq  2670 <free@plt>
    9ccc:	48 8b 7c 24 18       	mov    0x18(%rsp),%rdi
    9cd1:	e8 9a 89 ff ff       	callq  2670 <free@plt>
    9cd6:	44 8b 7c 24 0c       	mov    0xc(%rsp),%r15d
    9cdb:	e9 50 fe ff ff       	jmpq   9b30 <bfd_seek@plt+0x6f00>
    9ce0:	bf 08 00 00 00       	mov    $0x8,%edi
    9ce5:	e8 b6 8b ff ff       	callq  28a0 <xmalloc@plt>
    9cea:	49 8b 14 24          	mov    (%r12),%rdx
    9cee:	48 8b 7c 24 48       	mov    0x48(%rsp),%rdi
    9cf3:	48 c7 00 00 00 00 00 	movq   $0x0,(%rax)
    9cfa:	49 89 c2             	mov    %rax,%r10
    9cfd:	48 39 d7             	cmp    %rdx,%rdi
    9d00:	75 27                	jne    9d29 <bfd_seek@plt+0x70f9>
    9d02:	48 89 44 24 28       	mov    %rax,0x28(%rsp)
    9d07:	e8 44 f8 ff ff       	callq  9550 <bfd_seek@plt+0x6920>
    9d0c:	4c 89 6c 24 20       	mov    %r13,0x20(%rsp)
    9d11:	31 c9                	xor    %ecx,%ecx
    9d13:	45 31 db             	xor    %r11d,%r11d
    9d16:	49 89 04 24          	mov    %rax,(%r12)
    9d1a:	48 89 c2             	mov    %rax,%rdx
    9d1d:	4c 8b 54 24 28       	mov    0x28(%rsp),%r10
    9d22:	31 c0                	xor    %eax,%eax
    9d24:	e9 0d ff ff ff       	jmpq   9c36 <bfd_seek@plt+0x7006>
    9d29:	4c 89 6c 24 20       	mov    %r13,0x20(%rsp)
    9d2e:	31 c9                	xor    %ecx,%ecx
    9d30:	31 c0                	xor    %eax,%eax
    9d32:	45 31 db             	xor    %r11d,%r11d
    9d35:	e9 fc fe ff ff       	jmpq   9c36 <bfd_seek@plt+0x7006>
    9d3a:	48 8b 0a             	mov    (%rdx),%rcx
    9d3d:	48 8d 15 34 3b 00 00 	lea    0x3b34(%rip),%rdx        # d878 <bfd_seek@plt+0xac48>
    9d44:	48 8b 05 ad 72 00 00 	mov    0x72ad(%rip),%rax        # 10ff8 <bfd_seek@plt+0xe3c8>
    9d4b:	be 01 00 00 00       	mov    $0x1,%esi
    9d50:	48 8b 38             	mov    (%rax),%rdi
    9d53:	31 c0                	xor    %eax,%eax
    9d55:	e8 66 8e ff ff       	callq  2bc0 <__fprintf_chk@plt>
    9d5a:	bf 01 00 00 00       	mov    $0x1,%edi
    9d5f:	e8 dc 8d ff ff       	callq  2b40 <xexit@plt>
    9d64:	49 8b 04 24          	mov    (%r12),%rax
    9d68:	48 8d 15 39 3b 00 00 	lea    0x3b39(%rip),%rdx        # d8a8 <bfd_seek@plt+0xac78>
    9d6f:	48 8b 08             	mov    (%rax),%rcx
    9d72:	eb d0                	jmp    9d44 <bfd_seek@plt+0x7114>
    9d74:	e8 87 8a ff ff       	callq  2800 <__stack_chk_fail@plt>
    9d79:	48 8b 7c 24 48       	mov    0x48(%rsp),%rdi
    9d7e:	4c 89 54 24 28       	mov    %r10,0x28(%rsp)
    9d83:	48 89 4c 24 20       	mov    %rcx,0x20(%rsp)
    9d88:	e8 c3 f7 ff ff       	callq  9550 <bfd_seek@plt+0x6920>
    9d8d:	4c 8b 54 24 28       	mov    0x28(%rsp),%r10
    9d92:	48 8b 4c 24 20       	mov    0x20(%rsp),%rcx
    9d97:	49 89 04 24          	mov    %rax,(%r12)
    9d9b:	48 89 c2             	mov    %rax,%rdx
    9d9e:	e9 5a fe ff ff       	jmpq   9bfd <bfd_seek@plt+0x6fcd>
    9da3:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    9daa:	00 00 00 00 
    9dae:	66 90                	xchg   %ax,%ax
    9db0:	f3 0f 1e fa          	endbr64 
    9db4:	45 31 c0             	xor    %r8d,%r8d
    9db7:	48 85 ff             	test   %rdi,%rdi
    9dba:	74 1a                	je     9dd6 <bfd_seek@plt+0x71a6>
    9dbc:	48 83 3f 00          	cmpq   $0x0,(%rdi)
    9dc0:	74 14                	je     9dd6 <bfd_seek@plt+0x71a6>
    9dc2:	b8 01 00 00 00       	mov    $0x1,%eax
    9dc7:	41 89 c0             	mov    %eax,%r8d
    9dca:	48 83 c0 01          	add    $0x1,%rax
    9dce:	48 83 7c c7 f8 00    	cmpq   $0x0,-0x8(%rdi,%rax,8)
    9dd4:	75 f1                	jne    9dc7 <bfd_seek@plt+0x7197>
    9dd6:	44 89 c0             	mov    %r8d,%eax
    9dd9:	c3                   	retq   
    9dda:	66 0f 1f 44 00 00    	nopw   0x0(%rax,%rax,1)
    9de0:	f3 0f 1e fa          	endbr64 
    9de4:	4c 8b 05 85 74 00 00 	mov    0x7485(%rip),%r8        # 11270 <stderr@@GLIBC_2.2.5+0x110>
    9deb:	4d 85 c0             	test   %r8,%r8
    9dee:	74 08                	je     9df8 <bfd_seek@plt+0x71c8>
    9df0:	4c 89 c0             	mov    %r8,%rax
    9df3:	c3                   	retq   
    9df4:	0f 1f 40 00          	nopl   0x0(%rax)
    9df8:	41 54                	push   %r12
    9dfa:	48 8d 3d d5 3a 00 00 	lea    0x3ad5(%rip),%rdi        # d8d6 <bfd_seek@plt+0xaca6>
    9e01:	55                   	push   %rbp
    9e02:	53                   	push   %rbx
    9e03:	e8 48 88 ff ff       	callq  2650 <getenv@plt>
    9e08:	48 89 c5             	mov    %rax,%rbp
    9e0b:	48 85 c0             	test   %rax,%rax
    9e0e:	0f 84 a4 01 00 00    	je     9fb8 <bfd_seek@plt+0x7388>
    9e14:	48 89 c7             	mov    %rax,%rdi
    9e17:	be 07 00 00 00       	mov    $0x7,%esi
    9e1c:	e8 ff 8c ff ff       	callq  2b20 <access@plt>
    9e21:	48 8d 3d b5 3a 00 00 	lea    0x3ab5(%rip),%rdi        # d8dd <bfd_seek@plt+0xacad>
    9e28:	85 c0                	test   %eax,%eax
    9e2a:	75 4c                	jne    9e78 <bfd_seek@plt+0x7248>
    9e2c:	e8 1f 88 ff ff       	callq  2650 <getenv@plt>
    9e31:	48 8d 3d a9 3a 00 00 	lea    0x3aa9(%rip),%rdi        # d8e1 <bfd_seek@plt+0xacb1>
    9e38:	e8 13 88 ff ff       	callq  2650 <getenv@plt>
    9e3d:	48 89 ef             	mov    %rbp,%rdi
    9e40:	e8 9b 89 ff ff       	callq  27e0 <strlen@plt>
    9e45:	8d 78 02             	lea    0x2(%rax),%edi
    9e48:	44 8d 60 01          	lea    0x1(%rax),%r12d
    9e4c:	89 c3                	mov    %eax,%ebx
    9e4e:	e8 4d 8a ff ff       	callq  28a0 <xmalloc@plt>
    9e53:	48 89 ee             	mov    %rbp,%rsi
    9e56:	48 89 c7             	mov    %rax,%rdi
    9e59:	e8 82 88 ff ff       	callq  26e0 <strcpy@plt>
    9e5e:	c6 04 18 2f          	movb   $0x2f,(%rax,%rbx,1)
    9e62:	48 89 05 07 74 00 00 	mov    %rax,0x7407(%rip)        # 11270 <stderr@@GLIBC_2.2.5+0x110>
    9e69:	42 c6 04 20 00       	movb   $0x0,(%rax,%r12,1)
    9e6e:	5b                   	pop    %rbx
    9e6f:	5d                   	pop    %rbp
    9e70:	41 5c                	pop    %r12
    9e72:	c3                   	retq   
    9e73:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    9e78:	e8 d3 87 ff ff       	callq  2650 <getenv@plt>
    9e7d:	48 89 c5             	mov    %rax,%rbp
    9e80:	48 85 ed             	test   %rbp,%rbp
    9e83:	74 11                	je     9e96 <bfd_seek@plt+0x7266>
    9e85:	be 07 00 00 00       	mov    $0x7,%esi
    9e8a:	48 89 ef             	mov    %rbp,%rdi
    9e8d:	e8 8e 8c ff ff       	callq  2b20 <access@plt>
    9e92:	85 c0                	test   %eax,%eax
    9e94:	74 9b                	je     9e31 <bfd_seek@plt+0x7201>
    9e96:	48 8d 3d 44 3a 00 00 	lea    0x3a44(%rip),%rdi        # d8e1 <bfd_seek@plt+0xacb1>
    9e9d:	e8 ae 87 ff ff       	callq  2650 <getenv@plt>
    9ea2:	48 89 c5             	mov    %rax,%rbp
    9ea5:	48 85 c0             	test   %rax,%rax
    9ea8:	74 11                	je     9ebb <bfd_seek@plt+0x728b>
    9eaa:	be 07 00 00 00       	mov    $0x7,%esi
    9eaf:	48 89 c7             	mov    %rax,%rdi
    9eb2:	e8 69 8c ff ff       	callq  2b20 <access@plt>
    9eb7:	85 c0                	test   %eax,%eax
    9eb9:	74 82                	je     9e3d <bfd_seek@plt+0x720d>
    9ebb:	be 07 00 00 00       	mov    $0x7,%esi
    9ec0:	48 8d 3d 0a 3a 00 00 	lea    0x3a0a(%rip),%rdi        # d8d1 <bfd_seek@plt+0xaca1>
    9ec7:	e8 54 8c ff ff       	callq  2b20 <access@plt>
    9ecc:	85 c0                	test   %eax,%eax
    9ece:	75 20                	jne    9ef0 <bfd_seek@plt+0x72c0>
    9ed0:	bb 04 00 00 00       	mov    $0x4,%ebx
    9ed5:	41 bc 05 00 00 00    	mov    $0x5,%r12d
    9edb:	bf 06 00 00 00       	mov    $0x6,%edi
    9ee0:	48 8d 2d ea 39 00 00 	lea    0x39ea(%rip),%rbp        # d8d1 <bfd_seek@plt+0xaca1>
    9ee7:	e9 62 ff ff ff       	jmpq   9e4e <bfd_seek@plt+0x721e>
    9eec:	0f 1f 40 00          	nopl   0x0(%rax)
    9ef0:	be 07 00 00 00       	mov    $0x7,%esi
    9ef5:	48 8d 3d 1c 3a 00 00 	lea    0x3a1c(%rip),%rdi        # d918 <bfd_seek@plt+0xace8>
    9efc:	e8 1f 8c ff ff       	callq  2b20 <access@plt>
    9f01:	85 c0                	test   %eax,%eax
    9f03:	75 23                	jne    9f28 <bfd_seek@plt+0x72f8>
    9f05:	bb 08 00 00 00       	mov    $0x8,%ebx
    9f0a:	41 bc 09 00 00 00    	mov    $0x9,%r12d
    9f10:	bf 0a 00 00 00       	mov    $0xa,%edi
    9f15:	48 8d 2d fc 39 00 00 	lea    0x39fc(%rip),%rbp        # d918 <bfd_seek@plt+0xace8>
    9f1c:	e9 2d ff ff ff       	jmpq   9e4e <bfd_seek@plt+0x721e>
    9f21:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    9f28:	be 07 00 00 00       	mov    $0x7,%esi
    9f2d:	48 8d 3d f4 39 00 00 	lea    0x39f4(%rip),%rdi        # d928 <bfd_seek@plt+0xacf8>
    9f34:	e8 e7 8b ff ff       	callq  2b20 <access@plt>
    9f39:	85 c0                	test   %eax,%eax
    9f3b:	75 23                	jne    9f60 <bfd_seek@plt+0x7330>
    9f3d:	bb 08 00 00 00       	mov    $0x8,%ebx
    9f42:	41 bc 09 00 00 00    	mov    $0x9,%r12d
    9f48:	bf 0a 00 00 00       	mov    $0xa,%edi
    9f4d:	48 8d 2d d4 39 00 00 	lea    0x39d4(%rip),%rbp        # d928 <bfd_seek@plt+0xacf8>
    9f54:	e9 f5 fe ff ff       	jmpq   9e4e <bfd_seek@plt+0x721e>
    9f59:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    9f60:	48 8d 3d ca 39 00 00 	lea    0x39ca(%rip),%rdi        # d931 <bfd_seek@plt+0xad01>
    9f67:	be 07 00 00 00       	mov    $0x7,%esi
    9f6c:	48 8d 2d 91 22 00 00 	lea    0x2291(%rip),%rbp        # c204 <bfd_seek@plt+0x95d4>
    9f73:	e8 a8 8b ff ff       	callq  2b20 <access@plt>
    9f78:	83 f8 01             	cmp    $0x1,%eax
    9f7b:	48 19 db             	sbb    %rbx,%rbx
    9f7e:	83 e3 03             	and    $0x3,%ebx
    9f81:	48 83 c3 01          	add    $0x1,%rbx
    9f85:	83 f8 01             	cmp    $0x1,%eax
    9f88:	4d 19 e4             	sbb    %r12,%r12
    9f8b:	41 83 e4 03          	and    $0x3,%r12d
    9f8f:	49 83 c4 02          	add    $0x2,%r12
    9f93:	83 f8 01             	cmp    $0x1,%eax
    9f96:	48 19 ff             	sbb    %rdi,%rdi
    9f99:	83 e7 03             	and    $0x3,%edi
    9f9c:	48 83 c7 03          	add    $0x3,%rdi
    9fa0:	85 c0                	test   %eax,%eax
    9fa2:	48 8d 05 88 39 00 00 	lea    0x3988(%rip),%rax        # d931 <bfd_seek@plt+0xad01>
    9fa9:	48 0f 44 e8          	cmove  %rax,%rbp
    9fad:	e9 9c fe ff ff       	jmpq   9e4e <bfd_seek@plt+0x721e>
    9fb2:	66 0f 1f 44 00 00    	nopw   0x0(%rax,%rax,1)
    9fb8:	48 8d 3d 1e 39 00 00 	lea    0x391e(%rip),%rdi        # d8dd <bfd_seek@plt+0xacad>
    9fbf:	e8 8c 86 ff ff       	callq  2650 <getenv@plt>
    9fc4:	48 89 c5             	mov    %rax,%rbp
    9fc7:	e9 b4 fe ff ff       	jmpq   9e80 <bfd_seek@plt+0x7250>
    9fcc:	0f 1f 40 00          	nopl   0x0(%rax)
